date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:12:50	294/294	---M--	200	added ('OK')	image/png	etag:%22wzsdm-1565766564-294-946734722%22	https://web.archive.org/_static/images/toolbar/wm_tb_nxt_on.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/_static/images/toolbar/wm_tb_nxt_on.png	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:51	913/913	---M--	200	added ('OK')	image/gif	etag:%22wzsdm-1565766513-913-438895683%22	https://web.archive.org/_static/images/loading.gif	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/_static/images/loading.gif	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:43%20GMT	https://web.archive.org/web/20180722135401im_/http://icraect.org/wp-content/uploads/2018/01/main.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401im_/http_/icraect.org/wp-content/uploads/2018/01/main.png	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:44%20GMT	https://web.archive.org/web/20180722135401im_/http://icraect.org/wp-content/uploads/2018/01/swamijis-2-1.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401im_/http_/icraect.org/wp-content/uploads/2018/01/swamijis-2-1.png	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:45%20GMT	https://web.archive.org/web/20180722135401/http://icraect.org/registration/	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401/http_/icraect.org/registration/index.html	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:53	279280/279280	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:39:44%20GMT	https://web.archive.org/web/20180831003711im_/http://icraect.org/wp-content/uploads/2018/01/main.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831003711im_/http_/icraect.org/wp-content/uploads/2018/01/main.png	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:55	45879/45879	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:39:45%20GMT	https://web.archive.org/web/20180831032843im_/http://icraect.org/wp-content/uploads/2018/01/swamijis-2-1.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831032843im_/http_/icraect.org/wp-content/uploads/2018/01/swamijis-2-1.png	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:46%20GMT	https://web.archive.org/web/20180722135401/http://icraect.org/about/	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401/http_/icraect.org/about/index.html	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:46%20GMT	https://web.archive.org/web/20180722135401/http://icraect.org/committees/	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401/http_/icraect.org/committees/index.html	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:46%20GMT	https://web.archive.org/web/20180722135401/http://icraect.org/paper-submission/	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401/http_/icraect.org/paper-submission/index.html	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:48%20GMT	https://web.archive.org/web/20180722135401/http://icraect.org/important-dates/	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401/http_/icraect.org/important-dates/index.html	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:48%20GMT	https://web.archive.org/web/20180722135401im_/http://icraect.org/wp-content/uploads/2018/01/ICRAECT.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401im_/http_/icraect.org/wp-content/uploads/2018/01/ICRAECT.png	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:49%20GMT	https://web.archive.org/web/20180722135401/http://icraect.org/call-for-papers/	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401/http_/icraect.org/call-for-papers/index.html	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:49%20GMT	https://web.archive.org/web/20180722135401/http://icraect.org/venue/	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401/http_/icraect.org/venue/index.html	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:57	10301/10301	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:39:49%20GMT	https://web.archive.org/web/20180830233337im_/http://icraect.org/wp-content/uploads/2018/01/ICRAECT.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830233337im_/http_/icraect.org/wp-content/uploads/2018/01/ICRAECT.png	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:49%20GMT	https://web.archive.org/web/20180722135401/http://icraect.org/contact-us/	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401/http_/icraect.org/contact-us/index.html	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:49%20GMT	https://web.archive.org/web/20180722135401im_/http://icraect.org/wp-content/uploads/2018/01/ECE-1.jpg	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401im_/http_/icraect.org/wp-content/uploads/2018/01/ECE-1.jpg	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:50%20GMT	https://web.archive.org/web/20180722135401js_/http://icraect.org/wp-content/themes/jupiter/assets/js/min/full-scripts.6.0.2.js?ver=1515249978	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401js_/http_/icraect.org/wp-content/themes/jupiter/assets/js/min/full-scripts.6.0.268aa.js	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:59	206754/206754	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2014%20Aug%202019%2013:39:50%20GMT	https://web.archive.org/web/20180831040808im_/http://icraect.org/wp-content/uploads/2018/01/ECE-1.jpg	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831040808im_/http_/icraect.org/wp-content/uploads/2018/01/ECE-1.jpg	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:59	273157/273157	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2014%20Aug%202019%2013:39:51%20GMT	https://web.archive.org/web/20180831030944js_/http://icraect.org/wp-content/themes/jupiter/assets/js/min/full-scripts.6.0.2.js?ver=1515249978	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831030944js_/http_/icraect.org/wp-content/themes/jupiter/assets/js/min/full-scripts.6.0.268aa.js	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:51%20GMT	https://web.archive.org/web/20180722135401js_/http://icraect.org/wp-content/themes/jupiter/header-builder/includes/assets/js/mkhb-render.js?ver=6.0.2	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401js_/http_/icraect.org/wp-content/themes/jupiter/header-builder/includes/assets/js/mkhb-render5b21.js	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:12:59	6619/6619	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2014%20Aug%202019%2013:39:52%20GMT	https://web.archive.org/web/20180831002907js_/http://icraect.org/wp-content/themes/jupiter/header-builder/includes/assets/js/mkhb-render.js?ver=6.0.2	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831002907js_/http_/icraect.org/wp-content/themes/jupiter/header-builder/includes/assets/js/mkhb-render5b21.js	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:13:00	52707/52707	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Wed,%2014%20Aug%202019%2013:39:52%20GMT	https://web.archive.org/web/20180722135401js_/http://icraect.org/wp-includes/js/wp-embed.min.js?ver=4.9.7	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401js_/http_/icraect.org/wp-includes/js/wp-embed.min37cb.js	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:13:00	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:52%20GMT	https://web.archive.org/web/20180722135401js_/http://icraect.org/wp-content/plugins/js_composer_theme/assets/js/dist/js_composer_front.min.js?ver=5.4.5	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180722135401js_/http_/icraect.org/wp-content/plugins/js_composer_theme/assets/js/dist/js_composer_front.min5243.js	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:13:02	35/35	---M--	200	added ('OK')	image/gif	etag:%225702ee2b-23%22	http://analytics.archive.org/0.gif	C:/Users/Windows/Desktop/Papers/icraect/analytics.archive.org/0.gif	(from http://archive.org/includes/analytics.js?v=cf34f82)
19:13:02	20467/20467	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2014%20Aug%202019%2013:39:53%20GMT	https://web.archive.org/web/20180831004222js_/http://icraect.org/wp-content/plugins/js_composer_theme/assets/js/dist/js_composer_front.min.js?ver=5.4.5	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831004222js_/http_/icraect.org/wp-content/plugins/js_composer_theme/assets/js/dist/js_composer_front.min5243.js	(from https://web.archive.org/web/20180722135401/http://icraect.org/)
19:13:02	7260/7260	---MCZ	200	added ('OK')	text/css	etag:W/%22wzsdm-1565766578-7260-369492983%22	https://web.archive.org/_static/css/record.css	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/_static/css/record.css	(from https://web.archive.org/_static/css/banner-styles.css)
19:13:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:55%20GMT	https://web.archive.org/web/20180831040815im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831040815im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:03	933/933	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:39:55%20GMT	https://web.archive.org/web/20181113010059im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181113010059im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:55%20GMT	https://web.archive.org/web/20180831040815im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831040815im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:04	951/951	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:39:56%20GMT	https://web.archive.org/web/20181113053647im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181113053647im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:56%20GMT	https://web.archive.org/web/20180831040815im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831040815im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:04	938/938	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:39:56%20GMT	https://web.archive.org/web/20181113013819im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181113013819im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:57%20GMT	https://web.archive.org/web/20180831040815im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831040815im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:05	935/935	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:39:57%20GMT	https://web.archive.org/web/20181113112233im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181113112233im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:57%20GMT	https://web.archive.org/web/20180831040815im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831040815im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:06	184/184	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:39:58%20GMT	https://web.archive.org/web/20181113033655im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181113033655im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:58%20GMT	https://web.archive.org/web/20180831040815im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831040815im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:06	2545/2545	---MC-	200	added ('OK')	image/gif	date:Wed,%2014%20Aug%202019%2013:39:58%20GMT	https://web.archive.org/web/20181113023836im_/http://icraect.org/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181113023836im_/http_/icraect.org/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://web.archive.org/web/20180831040815cs_/http://icraect.org/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.6.4)
19:13:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:39:59%20GMT	https://web.archive.org/web/20180831033253im_/http://icraect.org/wp-content/themes/jupiter/assets/images/pre_code.gif	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831033253im_/http_/icraect.org/wp-content/themes/jupiter/assets/images/pre_code.gif	(from https://web.archive.org/web/20180831033253cs_/http://icraect.org/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.0.2.css?ver=1515249980)
19:13:07	1195/1195	---MC-	200	added ('OK')	image/gif	date:Wed,%2014%20Aug%202019%2013:39:59%20GMT	https://web.archive.org/web/20181112223343im_/http://icraect.org/wp-content/themes/jupiter/assets/images/pre_code.gif	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112223343im_/http_/icraect.org/wp-content/themes/jupiter/assets/images/pre_code.gif	(from https://web.archive.org/web/20180831033253cs_/http://icraect.org/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.0.2.css?ver=1515249980)
19:13:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:00%20GMT	https://web.archive.org/web/20180831003411im_/http://icraect.org/wp-content/plugins/js_composer_theme/assets/vc/alert.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180831003411im_/http_/icraect.org/wp-content/plugins/js_composer_theme/assets/vc/alert.png	(from https://web.archive.org/web/20180831003411cs_/http://icraect.org/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.4.5)
19:13:08	302/302	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:40:00%20GMT	https://web.archive.org/web/20181112134648im_/http://icraect.org/wp-content/plugins/js_composer_theme/assets/vc/alert.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112134648im_/http_/icraect.org/wp-content/plugins/js_composer_theme/assets/vc/alert.png	(from https://web.archive.org/web/20180831003411cs_/http://icraect.org/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.4.5)
19:13:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:01%20GMT	https://web.archive.org/web/20180830232745im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/common/loading-2.gif	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830232745im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/common/loading-2.gif	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:09	2707/2707	---MC-	200	added ('OK')	image/gif	date:Wed,%2014%20Aug%202019%2013:40:01%20GMT	https://web.archive.org/web/20181112081726im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/common/loading-2.gif	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112081726im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/common/loading-2.gif	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:02%20GMT	https://web.archive.org/web/20180830232745im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/common/grab.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830232745im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/common/grab.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:10	189/189	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:40:02%20GMT	https://web.archive.org/web/20181112142459im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/common/grab.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112142459im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/common/grab.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:03%20GMT	https://web.archive.org/web/20180830232745im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/common/grabbing.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830232745im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/common/grabbing.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:11	169/169	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:40:03%20GMT	https://web.archive.org/web/20181112140623im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/common/grabbing.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112140623im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/common/grabbing.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:04%20GMT	https://web.archive.org/web/20180830232745im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/common/video-close-btn.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830232745im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/common/video-close-btn.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:13	203/203	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:40:05%20GMT	https://web.archive.org/web/20181112123737im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/common/video-close-btn.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112123737im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/common/video-close-btn.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:05%20GMT	https://web.archive.org/web/20180830232745im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/light-skin-1.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830232745im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/light-skin-1.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:14	1082/1082	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:40:06%20GMT	https://web.archive.org/web/20181112130423im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/light-skin-1.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112130423im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/light-skin-1.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:07%20GMT	https://web.archive.org/web/20180830232745im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/light-skin-1-retina.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830232745im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/light-skin-1-retina.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:15	2083/2083	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:40:07%20GMT	https://web.archive.org/web/20181112084324im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/light-skin-1-retina.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112084324im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/light-skin-1-retina.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:07%20GMT	https://web.archive.org/web/20180830232745im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/black-skin-1.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830232745im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/black-skin-1.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:15	878/878	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:40:07%20GMT	https://web.archive.org/web/20181112104451im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/black-skin-1.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112104451im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/black-skin-1.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2014%20Aug%202019%2013:40:08%20GMT	https://web.archive.org/web/20180830232745im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/black-skin-1-retina.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20180830232745im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/black-skin-1-retina.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
19:13:16	1691/1691	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202019%2013:40:08%20GMT	https://web.archive.org/web/20181112135104im_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/black-skin-1-retina.png	C:/Users/Windows/Desktop/Papers/icraect/web.archive.org/web/20181112135104im_/http_/icraect.org/wp-content/plugins/masterslider/public/assets/css/skins/black-skin-1-retina.png	(from https://web.archive.org/web/20180830232745cs_/http://icraect.org/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.2.2)
